110
116
0	1	5556	10
0	2	7778	10
0	3	14445	10
1	2	3334	10
2	4	3334	10
1	5	5556	10
4	5	1112	10
3	5	3334	10
3	4	5556	10
5	6	4445	10
3	6	10000	10
3	7	14445	10
7	8	1112	10
6	8	8889	10
8	9	2223	10
7	9	7778	10
0	10	1000	1
0	20	1000	1
0	30	1000	1
0	40	1000	1
0	50	1000	1
0	60	1000	1
0	70	1000	1
0	80	1000	1
0	90	1000	1
0	100	1000	1
1	11	1000	1
1	21	1000	1
1	31	1000	1
1	41	1000	1
1	51	1000	1
1	61	1000	1
1	71	1000	1
1	81	1000	1
1	91	1000	1
1	101	1000	1
2	12	1000	1
2	22	1000	1
2	32	1000	1
2	42	1000	1
2	52	1000	1
2	62	1000	1
2	72	1000	1
2	82	1000	1
2	92	1000	1
2	102	1000	1
3	13	1000	1
3	23	1000	1
3	33	1000	1
3	43	1000	1
3	53	1000	1
3	63	1000	1
3	73	1000	1
3	83	1000	1
3	93	1000	1
3	103	1000	1
4	14	1000	1
4	24	1000	1
4	34	1000	1
4	44	1000	1
4	54	1000	1
4	64	1000	1
4	74	1000	1
4	84	1000	1
4	94	1000	1
4	104	1000	1
5	15	1000	1
5	25	1000	1
5	35	1000	1
5	45	1000	1
5	55	1000	1
5	65	1000	1
5	75	1000	1
5	85	1000	1
5	95	1000	1
5	105	1000	1
6	16	1000	1
6	26	1000	1
6	36	1000	1
6	46	1000	1
6	56	1000	1
6	66	1000	1
6	76	1000	1
6	86	1000	1
6	96	1000	1
6	106	1000	1
7	17	1000	1
7	27	1000	1
7	37	1000	1
7	47	1000	1
7	57	1000	1
7	67	1000	1
7	77	1000	1
7	87	1000	1
7	97	1000	1
7	107	1000	1
8	18	1000	1
8	28	1000	1
8	38	1000	1
8	48	1000	1
8	58	1000	1
8	68	1000	1
8	78	1000	1
8	88	1000	1
8	98	1000	1
8	108	1000	1
9	19	1000	1
9	29	1000	1
9	39	1000	1
9	49	1000	1
9	59	1000	1
9	69	1000	1
9	79	1000	1
9	89	1000	1
9	99	1000	1
9	109	1000	1
